Patient,SLC6A4,SFTPC,ITLN2,SERTM1,CLDN18,LGI3,AGER,CD300LG,ANKRD1,FABP4,CST1,FAM83A,COL11A1,PPP1R14D,ABCA12,LOC84740,PRAME,SPINK1,CA9,MMP13,status
TCGA-50-5055,0.8306,4859.6346,0,0.8306,109.6346,9.9668,307.309,12.4585,122.9236,113.7874,3730.897,274.0864,952.6578,46.5116,112.1262,886.9934,352.1595,11698.505,18.0482,1494.186,1
TCGA-53-A4EZ,0.7869,5.1146,0,0,153.4376,0.3934,136.1267,1.5737,1.9671,2.754,310.4161,1130.717,74.3582,128.2581,615.7175,2207.8922,437.8873,272.2534,7.7191,7.0817,1
TCGA-55-6712,0.8963,1142.7291,0.8963,0,18.8214,6.2738,164.9115,2.6888,5.3775,25.0952,44.8129,3848.5324,504.5933,19.7177,18.8214,3045.754,0,37.6428,20.4168,423.9301,1
TCGA-55-7907,1.5637,34.4019,0.7819,0,4.6912,1.5637,304.1439,0,3.9093,11.7279,163.4089,11264.269,766.2236,401.0946,501.1728,56.4504,1043.7842,28.147,1.5637,87.5684,1
TCGA-55-7910,1.8519,809.2593,0.9259,0,40.7407,4.6296,112.037,2.7778,10.1852,17.5926,9.2593,1780.5556,680.5556,186.1111,0,12.0556,817.5926,36.1111,271.8519,38.8889,1
TCGA-55-7914,15.4923,13073.963,10.9945,1.4993,454.7726,64.9675,2249.8751,7.996,20.4898,9.4953,208.8956,639.1804,787.6062,32.4838,2.4988,8579.8701,635.1824,5.997,33.3283,17.991,1
TCGA-55-8205,2.2152,6648.8709,1.8988,0.6329,423.7429,30.3804,529.7577,9.1774,11.7091,40.1907,3.7975,2110.8029,249.6887,332.2853,9.1774,1514.4679,8.8609,8.228,101.8375,11.3926,1
TCGA-55-8508,2.6525,72.5022,11.4943,1.7683,6.1892,0.8842,55.7029,0,1.7683,21.2202,45.977,3229.0009,527.8515,286.4721,145.8886,758.3112,876.2157,458.0018,1023.2007,78.6914,1
TCGA-55-A48X,5.3763,37310.3617,0.4888,0.9775,537.6344,174.4868,586.5103,10.2639,4.3988,39.1007,543.0108,2593.3529,193.0596,6.8426,263.9296,45.567,475.0733,345.5523,7.7224,2279.0811,1
TCGA-55-A48Y,0,9.4538,0,0,35.7143,0,196.9538,1.0504,5.2521,15.2311,55.1471,3265.2311,2429.0966,296.7437,85.084,18.9601,418.5924,1036.7647,8.0462,25.7353,1
TCGA-55-A490,22.6326,0,0,0,3.4441,0.492,42.3132,0,0,33.9489,114.6391,4347.4303,1306.2956,759.6687,410.3392,3330.05,625.841,3304.3619,8.684,367.042,1
TCGA-67-6217,18.1942,5048.3141,1.7057,21.037,695.3585,17.6256,1096.7674,6.8228,17.057,57.9939,339.435,246.1899,14.7828,20.4684,1.7057,4462.9507,48.8968,10518.5055,35.0806,9.6657,1
TCGA-69-8253,493.4236,12697.0159,31.4283,14.2856,796.2778,40.8567,2928.2564,53.9995,78.2849,149.4271,125.713,2061.9794,25.4283,3.1428,242.8547,2103.3104,2.5714,328.2824,160.6441,2839.1145,1
TCGA-73-4676,84.9604,22252.2427,12.1372,7.9156,947.2296,60.686,1566.7546,13.1926,84.9604,172.5594,84.9604,4849.0765,169.3931,1.0554,719.2612,3490.8602,4.7493,39.5778,0,557.2559,1
TCGA-78-7539,2.9455,97.2018,0,5.3019,1.1782,0,138.1443,0.8837,2.0619,20.6186,19.1458,597.0545,12.3711,286.5979,628.866,2544.162,6573.1959,2546.0972,0.5891,9.1311,1
TCGA-78-8640,152.8811,35182.4945,40.2626,9.9198,1197.3742,191.9767,2903.574,10.5033,89.8614,196.6448,105.6163,434.7192,68.8549,100.3647,0.5835,7.6149,1333.3333,84.0263,55.6616,1.7505,1
TCGA-86-6562,52.5258,19911.5637,35.9105,11.2555,1021.5731,60.5655,1317.9686,11.2555,21.4391,133.4584,263.1649,2888.9187,5125.5527,43.9502,560.0965,756.3929,0,129.7066,81.3775,1279.9142,1
TCGA-86-6851,0.8545,484.7622,0,0,39.0202,2.5634,117.6303,3.133,5.4116,1.4241,133.5802,1532.8966,299.0601,1.7089,336.941,359.8832,121.0481,2792.082,65.7049,97.4081,1
TCGA-86-7711,0.5886,20.8946,0.8829,0.8829,2.6486,0,16.4803,0.8829,6.7687,9.4173,7.6516,4382.8723,1418.4815,103.8846,948.2048,11.8099,853.1489,9.4173,10.2295,181.8717,1
TCGA-86-7713,1.4429,356.6404,2.6453,0.7215,75.753,6.4931,257.3198,0.7215,4.3287,3.3668,25.4915,1382.5528,69.2599,167.8591,211.6275,1470.1329,55.5522,3266.7589,2.7512,24.0486,1
TCGA-86-8055,24.8607,3772.3961,9.8586,4.2863,243.4634,18.8598,430.3472,3.0004,39.0056,42.8633,2423.9177,738.9627,15101.1573,11.1444,885.1264,1645.8894,3655.808,155.165,562.6961,1207.0296,1
TCGA-86-8074,1.0722,424.9464,0.7148,1.0722,48.2487,1.4296,58.2559,0.3574,18.2273,11.0793,658.6848,1263.7598,7152.609,194.0672,456.3974,3910.9471,255.5397,59.6855,785.4217,2354.8964,1
TCGA-86-8279,0,507.2593,1.1852,0.5926,25.4815,1.7778,141.037,1.1852,14.8148,8.5926,573.3333,1321.4815,7310.5185,35.5556,17.1852,3578.8948,6.2222,11.5556,193.6919,1352.8889,1
TCGA-86-8280,36.3504,222985.0963,9.8146,13.0862,896.4013,881.1341,876.0451,26.1723,15.6307,260.6325,1229.7346,170.4835,1169.7565,132.679,78.8804,2054.4747,5.0891,144.3112,1125.7506,195.2017,1
TCGA-86-8674,1.1242,110.7364,0.5621,0.5621,9.5559,1.6863,118.606,0,0.5621,5.059,1412.0292,1872.4002,571.6695,460.371,38.2237,1208.7521,2097.8078,815.6268,16.0034,95.5593,1
TCGA-86-A4D0,4.6533,167.9851,16.752,0.9307,497.4407,0.9307,182.8758,0,14.4253,4.188,317.3569,492.7873,117.7292,246.6263,8.376,2721.759,562.1219,8664.9604,7.8455,35.8306,1
TCGA-91-6830,639.8467,32881.2261,49.8084,60.5364,2093.4866,127.2031,4775.4789,29.8851,100.3831,647.5096,3.0651,1366.2835,501.1494,373.9464,490.4215,1141.0958,219.1571,12825.2874,2.8046,21.4559,1
TCGA-91-A4BC,4.5692,11.7493,0,0,1.9582,0.6527,157.3107,1.3055,7.1802,61.3577,47.6501,1215.4047,2430.1567,52.2193,11.7493,1107.0822,1190.6005,113.577,122.1279,1580.9399,1
TCGA-91-A4BD,23.6703,53327.4304,80.6544,7.0134,1146.6945,112.2148,3854.752,25.4237,42.9572,209.526,0.8767,744.2994,5.2601,62.2441,180.5956,25.4237,1.7534,1041.4932,27.8258,142.0218,1
TCGA-95-8494,3.1867,28.6807,0,0,21.6699,0.6373,106.4372,0.6373,5.0988,5.7361,4.4614,2341.6189,357.5526,590.8222,265.137,5578.464,1.912,0.6373,6179.9681,1170.1721,1
TCGA-95-A4VN,3.2422,11441.4081,2.3159,0.9264,213.988,38.4437,970.3566,1.3895,111.1626,22.2325,15.2849,6976.8411,203.3349,214.9143,905.975,2187.4525,1.8527,61.1394,441.3803,132.9319,1
TCGA-J2-8192,0.3754,2888.0338,0,0,445.9878,5.6312,51.0558,0,5.2557,137.7757,1490.3801,756.4524,13031.6283,73.5805,447.4894,1445.1394,40.1689,364.1483,394.2112,4247.3956,1
TCGA-L9-A50W,1.1254,2489.0833,0.3751,0,2615.1318,3.7514,235.9658,1.1254,3.0012,3.7514,2186.3417,1755.6759,441.9201,947.6148,44.267,2354.9316,387.1491,889.4674,19.7138,52.8954,1
TCGA-L9-A743,4.2493,39279.9811,0,0,327.6676,105.7602,665.7224,2.3607,24.5515,71.2937,284.2304,2230.406,611.898,949.4806,527.8565,2290.779,14.6364,1889.0463,66.1379,2450.4249,1
TCGA-L9-A7SV,2.6405,30.9317,2.6405,0,142.5877,0.3772,309.3172,2.6405,16.5975,4.9038,330.8186,195.398,312.335,4.1494,0.3772,1722.8367,502.0747,2990.5696,1.9653,551.49,1
TCGA-MN-A4N1,195.6996,25.7609,1.662,3.324,12.4649,5.817,204.8406,0.4155,41.9653,8.7255,84.7616,1381.9466,994.2869,79.3601,161.2133,170.4041,147.0863,80.1911,8.31,63.9867,1
TCGA-NJ-A55O,42.007,87950.4084,64.1774,15.7526,6142.3571,291.7153,6966.7445,6.4177,35.0058,37.3396,384.4807,980.1634,12.8355,47.8413,293.4656,1287.3221,22.7538,25263.7106,3690.4784,17.5029,1
TCGA-38-4625,3950.1686,775857.2499,588.2353,224.8033,20370.5508,2118.0217,55361.5586,532.0345,458.2241,4121.3938,1.124,23.979,0.7493,0,1.124,42.1169,0.7493,279.5054,2.5628,1.124,0
TCGA-38-4626,4473.7725,464075.6283,179.5201,62.7591,17650.9866,1986.7622,26004.5099,464.1252,88.3005,10863.1561,1.0946,20.0683,2.1893,0.7298,1.0946,13.9165,0,141.9376,3.1854,7.2976,0
TCGA-44-2655,1912.7889,520147.9199,870.8783,556.2404,14546.9954,2612.6348,59603.698,368.567,1737.1341,1804.6225,0.9245,36.6718,2.7735,4.6225,1.849,42.7858,0.9245,2.1572,1.2327,1.5408,0
TCGA-44-2657,1391.0074,616231.5822,608.4234,181.5595,20410.3586,2789.9829,35855.4354,25.6118,1167.8998,1801.9351,4.5532,22.7661,11.383,1.7075,13.0905,41.1611,14.798,4.5532,0,0,0
TCGA-44-2661,1621.2292,400511.3728,732.0915,606.8341,26387.0833,1189.9452,65381.9876,82.556,2388.9052,2112.7696,379.0934,9.4892,227.7407,16.1316,0.9489,5.7125,0,26.5698,3.7957,7.1169,0
TCGA-44-2662,5121.0252,724335.439,476.9815,343.1419,20715.2349,2872.3303,63052.6815,163.7399,4244.898,1137.6364,0,0.9492,2.8477,1.4238,0.4746,27.1713,0.9492,0.4746,0,0,0
TCGA-44-2665,821.9512,766744.2613,553.6585,181.8815,23472.8223,2581.5331,48592.6829,66.5505,2790.5923,3805.9233,3.1359,8.7108,196.8641,8.0139,0.6969,11.8815,0,5.5749,7.5923,4.5296,0
TCGA-44-2668,305.2995,630839.4777,87.1736,20.3533,16331.4132,3012.6728,11141.321,51.0753,417.0507,1884.4086,1.9201,18.8172,0.384,0,2.6882,13.8594,0.768,51.8433,0.384,0.384,0
TCGA-44-3396,2892.6645,336864.8143,324.566,198.4117,22533.9391,1087.7105,39438.3173,167.3173,934.9039,2786.9436,3.8498,13.03,2.6652,0.2961,0.2961,11.5908,0.5923,5.6266,12.2601,3.5536,0
TCGA-44-3398,1136.6702,378184.5935,574.0149,1137.7352,16974.0859,1473.1984,42924.3876,763.9333,956.3365,2563.3653,3.5499,35.8537,15.2645,0.71,0.71,20.6958,0,5.3248,128.9208,19.1693,0
TCGA-44-5645,13567.3144,656534.7694,1232.4982,647.1552,14716.4598,2379.3023,73586.982,847.5767,1298.0567,2176.5395,1.8731,7.0241,9.8338,0.4683,0.4683,8.9487,0,22.4772,2.5006,4.6827,0
TCGA-44-6144,10015.7821,482084.4809,1038.527,724.7408,32402.9089,2833.3591,64640.5694,517.4068,3479.4987,2014.5443,0.6189,2.4756,3.0945,0,0,8.7328,1.2378,20.424,0,2.4756,0
TCGA-44-6145,1357.2854,749743.5311,338.9584,263.4731,22821.9924,2895.3003,49293.4132,520.4137,1976.4108,3973.8704,0.7258,3.6291,2.1775,0.7258,0.7258,40.1161,2.1775,2.1775,0,2.1775,0
TCGA-44-6146,819.1738,475766.9525,550.2728,676.5394,36164.4583,2031.1769,37674.9805,182.385,185.5027,1104.4427,0,0,0,0,0,7.8332,0,0,0,0,0
TCGA-44-6147,2613.6773,535097.7804,233.9532,137.9724,22032.9934,1473.3053,42058.7882,185.3629,13328.7343,2482.3035,0,13.7972,5.3989,0.5999,1.7996,19.85,0,6.5987,0,0,0
TCGA-44-6148,2531.0734,381465.6309,606.403,279.1902,23885.5932,1056.4972,37409.1337,272.1281,204.8023,1246.2335,0,33.4275,8.4746,0.4708,4.7081,6.6102,0,6.1205,2.4011,84.275,0
TCGA-44-6776,9670.922,606770.2128,961.7021,477.305,30043.2624,3907.8014,63663.1206,589.3617,4723.4043,2431.9149,1.4184,10.6383,15.6028,0,0.7092,34.1418,0.7092,9.2199,0,1.4184,0
TCGA-44-6778,6501.1792,354169.8113,375,131.4858,11433.3726,1023.5849,29490.566,548.9387,1172.7594,1795.9906,0,5.3066,2.3585,0.5896,0,12.9776,18.2783,0,0.5896,0,0
TCGA-49-6742,17.483,712261.0399,248.9827,160.3617,21123.1349,1832.7054,22536.2472,97.6639,897.061,4486.5109,3.0143,45.8176,7.8372,1.8086,14.4687,11.4906,0,533.5343,5.6669,45.8176,0
TCGA-49-6743,449.5798,797196.7787,495.7983,518.2073,29469.1877,2275.2101,38358.5434,909.6639,672.2689,7693.9776,7.7031,9.8039,4.2017,2.1008,0,8.4314,4.2017,0.7003,0.7003,0.7003,0
TCGA-49-6744,4425.1019,434904.6455,458.3537,248.4108,27971.3121,2276.7726,34343.2763,610.9209,2020.5379,1860.7987,5.868,8.476,10.4319,2.608,2.608,82.5493,1.956,35.2078,0.652,1.304,0
TCGA-49-6745,852.3985,1063694.649,1270.8487,642.8044,40621.4022,1892.9889,93293.7269,675.2768,3183.0258,5239.1144,0,18.4502,7.3801,0,0.738,4.4354,0,16.9742,10.0221,2.214,0
TCGA-49-6761,6476.1411,657936.722,768.6722,372.4066,24631.7427,2717.8423,49739.6266,1075.7261,1453.3195,1674.2739,1.0373,6.2241,0,0,1.0373,58.0913,0,43.5685,0,0,0
TCGA-55-6969,767.7966,525143.2203,245.7627,125.4237,17938.1356,2218.6441,26900,59.322,301.6949,2591.5254,1.6949,13.5593,0,1.6949,0.8475,17,0.8475,0,0,0.8475,0
TCGA-55-6971,1114.3617,693301.8617,478.7234,529.9202,26730.0532,2190.1596,29242.6862,192.8191,842.4202,4176.8617,0.6649,7.3138,0.6649,0,1.3298,14.6742,0.6649,1.9947,1.1503,0.6649,0
TCGA-55-6972,10708.6614,350238.5827,957.4803,530.7087,20029.1339,1496.063,47803.1496,796.063,2481.8898,2730.7087,0,11.0236,3.937,0,1.5748,15.8031,1.5748,7.0866,0,0.7874,0
TCGA-55-6980,1516.3399,771185.8077,893.5574,523.8095,29143.7908,2385.6209,55517.2736,713.352,231.5593,1511.6713,0,6.5359,0,2.8011,0,2.8105,0,20.5415,0,0,0
TCGA-55-6983,226.366,553896.791,385.0824,287.0772,29560.2775,2496.0971,39081.5265,315.6982,243.7121,3897.6583,1.7346,39.0286,6.0711,1.7346,7.8057,6.0798,1.7346,7.8057,0.8673,45.967,0
TCGA-55-6985,1438.7554,338083.4974,346.5931,357.6211,9456.0851,1447.0264,28271.3667,41.3549,383.6156,2235.9197,9.4525,57.503,5.1201,0,13.3911,30.8507,3.1508,12.2095,4.5648,15.3604,0
TCGA-55-6986,8746.6049,179566.6667,620.9877,371.6049,15543.5185,532.716,58745.0617,909.2593,1662.963,1844.4444,0,49.3827,1.8519,2.1605,1.5432,13.3086,0.3086,4.321,12.5432,12.037,0
TCGA-73-4676,5218.0722,795311.4415,737.5074,221.2522,31208.1656,1718.6409,54226.6841,893.2955,2432.9459,2258.9273,0,4.1433,4.1433,0,0,10.0268,0,65.4641,0.8287,0,0
TCGA-91-6828,4881.672,474441.1576,389.0675,384.5659,32893.8907,1523.4727,55252.09,727.9743,2018.6495,2951.7685,0,99.0354,6.4309,1.2862,10.2894,10.9582,0,100.3215,1.9293,8.3601,0
TCGA-91-6831,7043.2852,340620.4107,554.939,527.192,25922.3085,1024.4173,53284.1287,300.7769,2114.3174,1734.7392,0,1.1099,1.1099,1.1099,0,5.5494,1.1099,0,3.9845,2.2198,0
TCGA-91-6835,28.8099,230017.74,134.655,782.8781,10540.6713,584.9665,20039.8015,41.336,15.6576,373.9026,46.9727,107.0977,4.3841,2.5052,18.7891,8.1732,1.8789,5.6367,214.8218,97.7032,0
TCGA-91-6836,4158.943,413534.7305,487.5409,279.711,19234.4279,2146.274,30181.441,284.3989,2129.8664,3036.1925,0,8.5945,7.8132,0,0.7813,38.4017,0.7813,46.0976,0,0,0
TCGA-91-6847,2457.9186,813672.3982,1027.1493,596.3801,38057.9186,2868.7783,102693.2127,142.0814,1975.5656,2947.5113,0,17.1946,2.7149,1.81,1.81,9.0769,0,0,1.81,2.7149,0
TCGA-91-6849,11143.1145,390654.9384,855.5502,385.8516,23264.4442,1593.0935,54679.9062,1402.885,3589.8949,1683.9278,0,26.3963,11.6454,1.5527,2.3291,4.6737,0,0,2.166,0,0

