"","TCGA-05-4390","TCGA-05-4405","TCGA-05-4410","TCGA-05-4417","TCGA-05-4433","TCGA-05-5715","TCGA-38-A44F","TCGA-44-5644","TCGA-44-5645","TCGA-44-6144","TCGA-44-6145","TCGA-44-6148","TCGA-44-6775","TCGA-44-6776","TCGA-44-6778","TCGA-44-7659","TCGA-44-7660","TCGA-44-7661","TCGA-44-7662","TCGA-44-7671","TCGA-44-7672","TCGA-44-8117","TCGA-44-8120","TCGA-44-A479","TCGA-44-A47A","TCGA-44-A47B","TCGA-44-A47G","TCGA-44-A4SS","TCGA-44-A4SU","TCGA-49-4514","TCGA-49-AAR0","TCGA-49-AAR2","TCGA-49-AARO","TCGA-49-AARQ","TCGA-49-AARR","TCGA-4B-A93V","TCGA-50-5049","TCGA-50-5066","TCGA-50-5942","TCGA-50-5944","TCGA-50-5946","TCGA-50-6597","TCGA-50-7109","TCGA-50-8457","TCGA-50-8460","TCGA-55-6543","TCGA-55-6642","TCGA-55-6969","TCGA-55-6971","TCGA-55-6972","TCGA-55-6980","TCGA-55-6985","TCGA-55-6986","TCGA-55-6987","TCGA-55-7281","TCGA-55-7570","TCGA-55-7573","TCGA-55-7574","TCGA-55-7576","TCGA-55-7724","TCGA-55-7725","TCGA-55-7726","TCGA-55-7728","TCGA-55-7815","TCGA-55-7903","TCGA-55-7911","TCGA-55-7913","TCGA-55-7995","TCGA-55-8085","TCGA-55-8087","TCGA-55-8089","TCGA-55-8090","TCGA-55-8091","TCGA-55-8096","TCGA-55-8097","TCGA-55-8203","TCGA-55-8204","TCGA-55-8206","TCGA-55-8207","TCGA-55-8208","TCGA-55-8299","TCGA-55-8301","TCGA-55-8302","TCGA-55-8507","TCGA-55-8510","TCGA-55-8511","TCGA-55-8514","TCGA-55-8614","TCGA-55-8616","TCGA-55-8621","TCGA-55-A491","TCGA-55-A492","TCGA-55-A493","TCGA-55-A494","TCGA-55-A4DF","TCGA-55-A4DG","TCGA-55-A57B","TCGA-62-A46V","TCGA-64-5774","TCGA-64-5778","TCGA-64-5781","TCGA-67-6215","TCGA-67-6216","TCGA-69-7761","TCGA-69-7763","TCGA-69-7764","TCGA-69-7973","TCGA-69-7979","TCGA-69-7980","TCGA-69-8255","TCGA-71-6725","TCGA-71-8520","TCGA-73-7498","TCGA-73-7499","TCGA-75-5146","TCGA-75-5147","TCGA-75-6206","TCGA-75-7025","TCGA-75-7027","TCGA-75-7031","TCGA-78-7152","TCGA-78-7153","TCGA-78-7159","TCGA-78-7163","TCGA-78-7540","TCGA-78-7633","TCGA-78-8655","TCGA-80-5608","TCGA-80-5611","TCGA-83-5908","TCGA-86-7953","TCGA-86-7954","TCGA-86-7955","TCGA-86-8073","TCGA-86-8075","TCGA-86-8076","TCGA-86-8281","TCGA-86-8358","TCGA-86-8585","TCGA-86-8668","TCGA-86-8669","TCGA-86-8673","TCGA-86-A456","TCGA-86-A4P7","TCGA-91-6828","TCGA-91-6831","TCGA-91-6835","TCGA-91-6836","TCGA-91-6840","TCGA-91-6847","TCGA-91-8496","TCGA-91-8497","TCGA-91-8499","TCGA-93-7347","TCGA-93-7348","TCGA-93-8067","TCGA-93-A4JQ","TCGA-95-7043","TCGA-95-7944","TCGA-95-7947","TCGA-95-7948","TCGA-95-8039","TCGA-97-7546","TCGA-97-7547","TCGA-97-7552","TCGA-97-7553","TCGA-97-7937","TCGA-97-7941","TCGA-97-8172","TCGA-97-8175","TCGA-97-8177","TCGA-97-8179","TCGA-97-8552","TCGA-97-A4LX","TCGA-97-A4M0","TCGA-97-A4M1","TCGA-97-A4M2","TCGA-97-A4M3","TCGA-97-A4M5","TCGA-97-A4M6","TCGA-97-A4M7","TCGA-99-8028","TCGA-99-8032","TCGA-99-AA5R","TCGA-J2-A4AD","TCGA-J2-A4AE","TCGA-J2-A4AG","TCGA-L4-A4E5","TCGA-L4-A4E6","TCGA-L9-A443","TCGA-L9-A444","TCGA-L9-A8F4","TCGA-MN-A4N4","TCGA-MN-A4N5","TCGA-MP-A4TH","TCGA-MP-A5C7","TCGA-NJ-A4YF","TCGA-NJ-A4YG","TCGA-NJ-A4YP","TCGA-NJ-A4YQ","TCGA-NJ-A55A","TCGA-NJ-A55R","TCGA-S2-AA1A"
"hsa-mir-548k",0.17778,0,0.151249,0.752247,0.226049,0.350417,0,1.101942,0.190551,0,0.290228,0.336256,0.211229,0.196907,0.551869,0,0.220814,0,0,0.268468,0,0.178272,0.278304,0.365783,0,0,0.378972,0.142483,0,0.803573,0.203385,0.396469,0.153875,0,0.194733,0.657348,0.369587,0.290523,0,0.119127,0,0.205475,0,0,0,0,0,0.408531,0.192215,0.346292,0.822591,0,0.139125,0.160959,0,0.769864,0,0.649592,0.154642,0.559654,0.349486,0,0.341828,0.245563,0,0,0.437879,0,0.269862,0,0.244632,0,0.535826,0,0,0,0.463133,0,0,0,0,0.172203,0,0.679305,0.169078,0,0.205366,0.157413,0.18884,0.291914,0.257829,0,0.240309,0,0.235581,0.149271,0,0,0.652591,0,0.168705,0.150862,0.345682,0.674606,0.30764,0,0.158704,0,0.374242,1.147465,1.422142,0.158457,0.300841,0.269544,0.439035,0.123531,0,0.210336,0.270398,1.769026,0,0.390802,0,0.373522,0,0.888976,0.203802,0.589874,0.268995,0,0.454573,0.295534,0.504824,0.202202,0,0,0.481003,0.190118,0.145136,0,0.194096,0.621221,0.464794,0.177885,0.549529,2.141553,0,1.36504,0.406389,0.205918,0.408358,0,0.184039,0.225813,0.451324,0,0,3.810883,0.290017,0.773634,0.139839,0.09902,0.152059,0,0.420677,0.381065,0,0,0.196695,0,0.139155,0.210174,0,0,0.144482,0.203921,0.681704,0.399611,0,0.146818,0.197596,0,0.248144,0,0.326544,0.254146,0.162449,0,0,0,0.212562,0.189459,0,0,0,0,0.425234,0.249166,0,0.523731,0.263701,0.251506,0
"hsa-mir-548l",0.17778,0,0,0,0,0,0,0,0.190551,0.180467,0.290228,0,0,0,0,0,0.441628,0,0.377347,0.268468,0,0,0,0,0,0,0,0.284966,0.191937,0.200893,0,0,0,0,0.194733,0,0.554381,0,0,0,0,0,0.175681,0,0,0,0.354539,0,0,0.115431,0,0,0,0,0,0,0,0,0,0.373103,0,0,0.113943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194244,0,0.208659,0.339652,0,0,0,0.314826,0,0.291914,0,0,0,0,0,0,0.134952,0,0,0.099263,0,0,0,0,0,0,0,0,0.124747,0.191244,0,0,0,0.089848,0,0,0,0,0.135199,0.136079,0,0,0,0,0,0,0.203802,0,0,0.152566,0.227287,0,0,0,0,0,0,0.285178,0,0,0,0.207074,0,0,0,0.152968,0.196836,0.273008,0,0,0,0,0,0,0,0,0,0.346444,0,0.257878,0,0,0,0,0,0,0.277298,0,0,0,0,0.31526,0,0,0,0,0.340852,0,0,0,0,0,0,0,0.163272,0,0,0.2734,0.458534,0,0,0.189459,0,0,0,0.213441,0,0.124583,0,0,0,0.251506,0
"hsa-mir-548m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-548n",0.355561,0.129812,0.151249,0,0,0.350417,0,0.15742,0,0,0,0.112085,0.211229,0,0,0,0.441628,0,0.377347,0,0.291924,0.534817,0,0,0,0.218556,0,0,0,0.200893,0,0.198234,0,0,0,0,0.369587,0,0,0,0,0,0.175681,0,0.098738,0,0,0,0.480538,0,0.246777,0,0.278251,0,0.194435,0.384932,0.216553,0,0,0,0,0,0,0,0,0,0,0,0.269862,0,0,0,0.535826,0.184654,0,0,0,0.121904,0,0,0,0.172203,0.10433,0.169826,0.169078,0,0,0.157413,0,0,0.257829,0,0.240309,0,0.235581,0.298541,0.134952,0.531238,0,0,0,0,0.230455,0,0,0,0,0.232275,0.124747,0.382488,0.284428,0.63383,0,0,0,0,0,0.105168,0.135199,0,0,0,0,0,0,0,0.203802,0.084268,0,0,0,0.443301,0.252412,0.202202,0.276427,0,0,0,0,0.136297,0,0.207074,0,0.177885,0,0,0.196836,0.273008,0,0,0.136119,0,0,0,0,0,0,0.230963,0,0,0.279678,0.09902,0.152059,0,0,0.190532,0.277298,0,0,0,0,0,0,0,0.144482,0,0,0,0,0.440454,0,0,0,0,0,0,0,0.2734,0,0.163711,0.637687,0.568376,0.158147,0,0,0,0,0,0,0.261866,0,0,0
"hsa-mir-548o",0,0.259623,1.058743,1.253745,1.356294,0.467222,0.22165,0.787101,0.381102,0.541401,1.160912,0.224171,0.528073,0.393814,0.551869,0.30603,1.104071,0.425396,0.188674,0.268468,0.583848,0.178272,0.834912,1.09735,0.59419,0.109278,0.378972,0.427449,0.191937,1.004466,0.40677,1.189407,0.461626,0.870008,0.584198,0.328674,1.293556,1.597878,0,0,0.746897,0.205475,1.054089,0.291334,0,0.4448,0.354539,0.953238,0.192215,0.808014,0.246777,0,0.278251,0.965754,0,1.154795,0.216553,0,0.309284,0.559654,0.349486,0.13612,0.227885,0.245563,0,0.712917,1.532577,1.566369,0.269862,0.125223,0.489264,0.639898,0.535826,0,0,0,0.308755,0.609521,0,1.327436,0.388489,0.861017,0.312989,0.679305,0.507234,0.827229,0.821463,0.157413,0.18884,0.145957,0.515658,0.862585,0.240309,0,0.942324,0.597082,0.269904,0,0.489443,0.992626,0.590469,1.056037,0.230455,1.349211,0.615279,0.806122,0,0.464551,1.122726,0.573733,0.568857,0.63383,1.052942,0.628936,0.87807,0.370592,0.296044,0.946513,0.270398,0.816473,0,0.781604,2.576145,0.373522,0,0.533385,0,0.674141,0.53799,1.525659,0.454573,0.591068,0.504824,0.808809,0.829281,0.752708,0.160334,0.285178,0.580543,0.408892,1.164579,0.414147,0,0.177885,0.915881,1.223744,0.590509,1.911056,0.894057,0.205918,0.136119,0.346522,0,0.903251,0.752207,0.825159,0.686341,4.157327,0.290017,0.773634,0.419517,0.396079,0.760296,0.408983,0.841354,0,0.554597,0.198657,0,1.349054,0.139155,0.105087,0.358458,0,0.288965,0.611763,0.340852,0.199806,0,0,0.197596,0,0.496287,0.739544,0.163272,0,0,0.2734,1.375603,0.163711,0.212562,0.947293,0.158147,0,0.201257,0.213441,1.063085,0.498333,1.103176,0.523731,0.263701,0,0.357305
"hsa-mir-548o-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-548p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-548q",0.355561,0.129812,0,0.752247,0,0.467222,0,0.31484,0.190551,0.541401,0,0.224171,0,0.196907,0.275935,0,0,0.212698,0,0,0,0.356545,0.139152,0.365783,0,0.218556,0.126324,0,0.383875,0.401786,0.203385,0.594703,0,0.290003,0.389465,0.657348,0,0.145262,0.678311,0.238253,0.287268,0,0,0.582669,0,0.593066,0,0.408531,0.480538,0.692583,0.740332,0.270143,0.556502,0.321918,0.194435,0,0,0,0,0,0,0.13612,0,0,0.407825,0,0.875758,0,1.349308,0.37567,0.244632,0,0,0.184654,0,0.630655,0.154378,0.609521,0,0,0.194244,0.172203,0.10433,0.169826,0.676312,0.413614,0.205366,0.157413,0.755359,0.437871,0.257829,0,0.240309,0,0,0.149271,0.134952,0.265619,0,0.297788,0.337411,0.150862,0.115227,0,0.30764,0.403061,0,0.929101,0,0.191244,0.284428,0.475372,0.601681,0.269544,0.329276,0.123531,0.296044,1.051682,0,0.408237,0.452826,0,0,0.373522,0,0.35559,0,0.168535,0,0.610264,0.68186,0.147767,0,0,0.138214,0.188177,0.320669,0,0,0.136297,0,0.828294,0,0,0.183176,0,0,0.273008,0.487667,0.205918,0.136119,0.173261,0.552116,0.225813,0,0,0.45756,0.692888,0.290017,0.257878,0.139839,0.198039,0,0,0.140226,0.190532,0,1.191939,0,0,0.139155,0.210174,0,0.293784,0,0.815684,0,0,0.35744,0.146818,0.395193,0,0,0,0,0,0.162449,0,0,0,0.425125,0.189459,0,0,0,0,0.212617,0,0,0.523731,0.263701,0.503011,0
"hsa-mir-548s",0.355561,0.129812,0.151249,0.501498,0.226049,1.05125,0,0.31484,0,0,0.580456,0,0.105615,0,0.551869,0,0,0,0.188674,0,0.291924,0,0.278304,0.365783,0,0,0.252648,0.284966,0,0,0.203385,0.594703,0,0.290003,0.194733,0.986022,0.739175,0.87157,0.678311,0,0.574536,0,0.175681,0.291334,0,0.148267,0.709078,0.953238,0.576646,0.577153,0.329036,0.81043,0.139125,0.804795,0.097218,0,0.216553,0,0.463926,0,0,0.13612,0.797599,0.245563,0.407825,0.237639,0.21894,6.265478,1.61917,0.626116,0.244632,0,0,0.738618,0,0,0,0.243808,0,1.327436,0.194244,0.172203,0.417318,0.339652,0.169078,2.688493,0.616097,0,0.18884,0.291914,0.773488,0.287528,0.480618,0.273397,0.235581,0.149271,0.269904,0.132809,0.489443,0.297788,0.168705,0.150862,0.230455,0.337303,0,0.403061,0.317408,0,0.498989,0.382488,0.284428,0.792287,0.15042,0.628936,0.768312,0.370592,0.296044,0.525841,0.270398,0.272158,0,0,0.644036,0.373522,0,0.177795,0,0.252803,0,0.76283,1.36372,0.295534,1.766886,0.202202,1.105708,0.752708,0.320669,0.760474,0.435407,0.272595,0,0,0.232397,0.177885,0.549529,0.76484,0.393672,0.819024,0.487667,0,0,0.346522,0.184039,0.903251,0.300883,0.825159,0,0.461925,0.580034,0.257878,0.139839,0.495098,0,0.204491,0.140226,0,0.277298,0.198657,0.39339,0.539622,0.139155,0,0.238972,1.175134,0.144482,0.611763,0,0.599417,0,1.027726,0.197596,0.42782,0.248144,0.184886,0.163272,0.254146,0.487347,0.2734,0,0,0,0.757834,0.158147,0,0.60377,0.213441,0.212617,0,0,0.785597,0.527403,0.754517,0.178653
"hsa-mir-548t",0.355561,0,0,0.250749,0.678147,0,0,0.15742,0.190551,0,0,0.336256,0.528073,0.59072,0.275935,0,0,0.425396,0,0,0,0.178272,0,0.365783,0,0,0,0.284966,0.191937,0.200893,0,0.198234,0,0.580005,0.194733,0.328674,0,0,0,0,0.229814,0,0.175681,0,0,0.296533,0.354539,0.272354,0,0.346292,0,0,0.417376,0.321918,0.291653,0,0,0.433061,0,0,0,0,0,0.245563,0,0.237639,0,0,0,0.250447,0.244632,0,0,0,0,0.840874,0,0,0,0,0,0,0.208659,0.169826,0.338156,0,0,0.157413,0,0,0.257829,0,0.240309,0.546794,0,0.149271,0,0,0.489443,0,0.168705,0.150862,0.115227,0.337303,0,0,0.317408,0,0.124747,0.191244,0,0.475372,0.300841,0.089848,0.439035,0.494123,0.148022,0,0,0.136079,0,0.390802,0,0,0,0.177795,0,0,0.268995,0.457698,0.68186,0.738835,0.504824,0.202202,0,0.376354,0.481003,0.285178,0.145136,0.408892,0,0,0,0,0.183176,0.76484,0,0.273008,0,0,0,0.173261,0.184039,0,0,0,0.22878,0,0,0,0,0,0.152059,0,0,0.190532,0.554597,0,0.39339,0,0.27831,0,0.119486,0,0,0,0,0,0,0.146818,0,0,0.248144,0.369772,0.326544,0.254146,0,0,0,0.327422,0,0.189459,0.158147,0.190578,0,0.426881,0.212617,0,0,0,0,0,0
"hsa-mir-548u",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-548v",2.844486,0.389435,0.151249,0.752247,0.452098,6.307503,0.886599,1.889043,2.286612,0.360934,0.580456,1.120855,0.950531,0,0.275935,0,0.883257,0.425396,0,1.073871,0.291924,8.735345,2.087281,4.755183,6.536088,7.103065,0.631621,1.852278,2.687123,0.401786,2.440623,5.947033,0.923251,3.770034,1.363129,5.916135,0.923968,1.452617,2.713243,0.714759,1.493794,0.205475,1.054089,1.456671,0.888644,0.593066,0,2.17883,5.862567,4.155499,1.398404,1.350717,4.730264,4.184933,0.777742,0.769864,0.649658,0.649592,0.773211,0.186551,0.349486,0,0.569714,0.982251,0.407825,0,5.035611,0,1.889031,8.014288,1.467792,2.55959,1.071652,0.738618,0.984527,3.363495,1.698155,2.559988,0.614752,6.902669,2.136687,1.205424,0.938966,10.529224,1.183547,2.068072,7.393164,1.888958,1.321879,0.437871,5.156584,1.150113,0.720927,32.807654,1.177905,1.194164,2.968945,2.65619,2.773511,0.992626,0,2.262937,1.497956,1.011908,0.615279,0.403061,3.808896,6.735984,1.247474,2.868663,1.70657,3.169148,2.406725,0.89848,9.988052,1.235307,3.9966,2.103363,12.167927,1.769026,0.226413,0,3.5422,1.120565,0.238071,1.955747,1.426612,4.466187,3.765928,0.76283,2.272867,2.807574,37.609424,1.415415,1.658563,1.505415,2.405014,2.281422,1.596492,1.226677,0.388193,5.798061,1.62678,1.423081,0.549529,4.742009,0.196836,0.546016,5.933285,0.411836,2.450146,0.519782,0.552116,2.258128,0.902648,1.650319,1.830241,2.309626,0.290017,0.515756,3.076458,0.891177,0.304118,1.226948,0.420677,1.333727,0,2.383879,5.114073,7.015081,0.55662,1.155954,2.74818,4.11297,1.011376,3.67058,1.022556,1.998057,0.893601,0.880908,0.987982,2.994743,1.98515,1.294202,6.041066,2.287315,2.111839,8.475392,4.126809,0.491133,0.637687,1.515669,2.372199,2.668093,3.220106,4.482252,4.464956,0.37375,0.275794,3.666117,1.054805,1.257529,1.786526
"hsa-mir-548w",0,0,0.151249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201257,0,0,0,0,0,0,0,0
"hsa-mir-548x",0,0,0,0,0,0,0,0,0,0.180467,0,0,0,0,0,0,0.220814,0,0,0,0.875772,0,0,0,0,0,0,0,0,0,0,0.396469,0.153875,0,0,0,0,0,0,0,0.114907,0,0,0,0,0,0,0.680884,0,0,0,0,0,0,0,0.384932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265487,0,0,0,1.018957,0,0,0,0,0,0,0,0,0,0,0.706743,0,0.404856,0,0,0,0,0,0,0,0,0,0,0,0,0.956221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344974,0,0,0,0,0,0,0,0,0.285178,0.725678,0,0.388193,0,0,0,0,0,0,0,0,0,0,0,0.184039,0,0,0,0.915121,0,0.580034,0,0,0,0,0,0,0,0,0,0,0,0,0.210174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-548x-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191244,0,0,0,0,0,0,0,0,0,0.136079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-548y",0,0.129812,0,0,0,0,0,0,0,0.180467,0,0,0,0,0.551869,0,0.220814,0,0,0,0,0,0,2.926266,0,0,0.252648,0,0,0,0.203385,5.947033,0.615501,0,0.194733,0,0,2.033663,0,0,2.930134,0,0,0,0,0,0,0.680884,0.096108,0.115431,0,0,0,0,0,0.769864,0,0,0,0,0,0,0,0,0,0,0.21894,0,0,0.125223,0,0,0,0,0,0,0,0.121904,0,0.265487,0,0.344407,0,1.018957,0,0,0,0,0,0,0,0,0.480618,0.546794,2.826971,0,3.778658,0,4.24184,0,0,0,0.115227,0,0,0,0,0,0,0.191244,0,0,0.15042,0,0,0.494123,0,0.210336,0,4.354525,0,0,0,0,0,0,0,0.084268,5.110903,0,0.227287,0,1.262061,0,0,0,0,2.091303,4.208933,0.136297,0,0,0,0,0,0,0,0,0.081278,0,0,0,4.232892,0,0,0,2.287802,0,0.580034,0.257878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17872,0,0.197596,0,1.488862,0,6.36761,0,0,0,0,0,0,0,0.948879,0,0,0,0,0,0,0,0,2.766563,0
"hsa-mir-548z",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-549a",0,0.259623,0.151249,2.256741,2.260489,0.233611,1.108249,0.629681,0.381102,0.721868,1.45114,0,0.739302,0,0,0,0.220814,0.425396,0.754695,0.268468,0.291924,0.178272,0.278304,0.365783,0,0.54639,0.505297,0.854898,0,1.004466,0.610156,0,0.30775,0.290003,0.194733,0.986022,0.554381,0.87157,1.130518,0.35738,0.517083,0.205475,0,0,0.197477,0,1.418155,0.953238,0.096108,0,0.164518,1.080574,0,0,0.097218,4.234249,0,0.649592,0.154642,0,0.698971,0.408359,0.683656,0.982251,0.407825,0,1.532577,0,0,0,1.712424,0,1.071652,0.184654,0,0.420437,1.080644,0.121904,0,1.061949,0.776977,0,0.10433,0.339652,0.169078,0.413614,0.410731,0.314826,0.755359,0.145957,0,0.287528,0.480618,0,0,0.597082,1.484473,1.062476,0.652591,0.595576,0.421763,0,0.576137,2.698423,0.30764,0.403061,0.79352,0,0.623737,0.191244,0.284428,0.475372,0,0.359392,0.219518,0.123531,0,0,0.270398,0.408237,0,0,2.576145,0,0.476143,0.35559,0.611405,0.589874,0,0.457698,0,0,0,1.617617,0.552854,0.188177,0.801671,0.095059,0.870814,0.136297,0.194096,1.035368,0.232397,0.711541,0.183176,0.458904,0,0.546016,0,0,0.136119,0,0,0.225813,0.601766,0,0.22878,0,0.290017,0.515756,0.139839,0.297059,0,0,0.560903,0.571597,0,0.59597,0.786781,0,0.83493,0.105087,0.238972,0.293784,0.144482,0,0,0,0.536161,0.880908,0.395193,0,0.248144,0.369772,0.489816,0.254146,0,1.093599,0,7.530701,0,0.189459,1.107026,0,1.408797,0,15.946271,0.249166,0.827382,0,0.791104,0,0.357305
